,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
241,242,30,126316.83027522935,40.0,3880,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,9,1945,1997,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,329.0,0.0,357.0,686.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,866,0,866,0.0,0.0,1,0,2,1,212116.02389078497,4,183429.14705882352,0,103317.28395061729,103317.28395061729,0.0,0.0,103317.28395061729,103317.28395061729,186433.973880597,58,42,0,0,0,0,0,8,2007,173401.8366219416,175202.21953255427,110500
242,243,50,126316.83027522935,63.0,5000,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,4,1900,1950,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,540.0,540.0,182021.19537815126,156858.87136929462,105264.07368421053,122196.89361702128,889,551,1440,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,202892.65632183908,142156.42314049587,1.0,352.0,123573.35416666667,187885.73529411765,186433.973880597,0,0,77,0,0,0,0,4,2006,173401.8366219416,175202.21953255427,79000
243,244,160,191004.99478714162,75.0,10762,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,181959.34210526315,210051.76404494382,6,6,1980,1980,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,626.0,626.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,626,591,1217,0.0,0.0,1,1,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,202068.86966824645,1.0,288.0,187489.8360030511,187885.73529411765,186433.973880597,0,28,0,0,0,0,0,4,2009,173401.8366219416,175202.21953255427,120000
244,245,60,191004.99478714162,69.0,8880,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1994,2002,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,695.0,0.0,253.0,948.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1222,888,2110,1.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,2,202892.65632183908,202068.86966824645,2.0,463.0,187489.8360030511,187885.73529411765,186433.973880597,0,130,0,0,0,0,0,5,2010,173401.8366219416,175202.21953255427,205000
245,246,20,191004.99478714162,80.0,10400,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,1988,1988,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,204691.87191011236,102.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,929.0,0.0,916.0,1845.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1872,0,1872,0.0,1.0,2,0,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,604.0,187489.8360030511,187885.73529411765,186433.973880597,197,39,0,0,0,0,0,6,2006,173401.8366219416,175202.21953255427,241500
246,247,190,126316.83027522935,69.0,9142,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,128432.25806452104,210051.76404494382,6,8,1910,1950,171483.95617879054,179803.6792189679,107385.55041200525,114060.5503746066,156958.24311926606,0.0,144341.31346578366,102595.14285729008,166059.30529778596,115692.02857142869,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1020.0,1020.0,182021.19537815126,156858.87136929462,105264.07368421053,107297.25079572015,908,1020,1928,0.0,0.0,2,0,4,2,105565.20512820513,9,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,440.0,109792.84251665749,108679.0703259898,186433.973880597,0,60,112,0,0,0,0,4,2006,173401.8366219416,175202.21953255427,137000
247,248,20,191004.99478714162,75.0,11310,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1954,1954,218876.93356643355,179803.6792189679,149841.64563106795,195817.99999943763,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1367.0,1367.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1375,0,1375,0.0,0.0,1,0,2,1,139962.51156462586,5,183429.14705882352,1,202892.65632183908,142156.42314049587,2.0,451.0,187489.8360030511,187885.73529411765,186433.973880597,0,30,0,0,0,0,0,6,2006,173401.8366219416,175202.21953255427,140000
248,249,60,191004.99478714162,72.0,11317,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2003,2003,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,101.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,840.0,840.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,840,828,1668,0.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,500.0,187489.8360030511,187885.73529411765,186433.973880597,144,68,0,0,0,0,0,9,2007,173401.8366219416,175202.21953255427,180000
249,250,50,191004.99478714162,69.0,159000,239833.36585365853,203661.1111111111,223854.6170212766,204379.08663896867,212565.4285713691,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,7,1958,2006,171483.95617879054,179803.6792189679,149841.64563106795,167661.5652173913,146318.09544013848,472.0,231633.51024590165,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,146889.24812030076,697.0,0.0,747.0,1444.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1444,700,2144,0.0,1.0,2,0,4,1,212116.02389078497,7,183429.14705882352,2,202892.65632183908,240052.6903409091,2.0,389.0,187489.8360030511,187885.73529411765,186433.973880597,0,98,0,0,0,0,500,6,2007,173401.8366219416,175202.21953255427,277000
250,251,30,191004.99478714162,55.0,5350,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,3,2,1940,1966,171483.95617879054,179803.6792189679,149841.64563106795,168112.38732394367,156958.24311926606,0.0,144341.31346578366,180921.19589041095,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,728.0,728.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1306,0,1306,0.0,0.0,1,0,3,1,105565.20512820513,6,168393.3437506022,0,103317.28395061729,103317.28395061729,0.0,0.0,103317.28395061729,103317.28395061729,186433.973880597,263,0,0,0,0,0,450,5,2010,173401.8366219416,175202.21953255427,76500
251,252,120,126316.83027522935,44.0,4750,206101.6652892562,231533.94,176938.0475285171,196734.13846153847,210624.72549019608,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,8,5,2006,2007,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,481.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,1573.0,0.0,0.0,1573.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1625,0,1625,1.0,1.0,2,0,2,1,212116.02389078497,5,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,538.0,187489.8360030511,187885.73529411765,186433.973880597,123,0,0,0,153,0,0,12,2007,173401.8366219416,149600.0001754863,235000
252,253,60,191004.99478714162,65.0,8366,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,2004,2004,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,798.0,798.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,798,842,1640,0.0,0.0,2,1,3,1,212116.02389078497,6,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,520.0,187489.8360030511,187885.73529411765,186433.973880597,138,45,0,0,0,0,0,12,2008,173401.8366219416,175202.21953255427,173000
253,254,80,191004.99478714162,85.0,9350,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,166703.38461538462,6,7,1964,1991,218876.93356643355,179803.6792189679,163077.45045045044,167661.5652173913,204691.87191011236,108.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,151852.7027027027,270.0,580.0,452.0,1302.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1302,0,1302,0.0,1.0,2,0,3,1,212116.02389078497,7,146385.48387097096,0,202892.65632183908,202068.86966824645,1.0,309.0,187489.8360030511,187885.73529411765,186433.973880597,333,0,0,0,0,0,0,10,2007,209192.4568002368,175202.21953255427,158000
254,255,20,191004.99478714162,70.0,8400,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1957,1957,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,922.0,0.0,392.0,1314.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1314,0,1314,1.0,0.0,1,0,3,1,139962.51156462586,5,183429.14705882352,0,202892.65632183908,202068.86966824645,1.0,294.0,187489.8360030511,187885.73529411765,186433.973880597,250,0,0,0,0,0,0,6,2010,173401.8366219416,175202.21953255427,145000
255,256,60,191004.99478714162,66.0,8738,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1999,1999,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,302.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,975.0,975.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1005,1286,2291,0.0,0.0,2,1,4,1,212116.02389078497,8,183429.14705882352,1,254751.73863636365,240052.6903409091,2.0,429.0,187489.8360030511,187885.73529411765,186433.973880597,192,0,0,0,0,0,0,2,2006,173401.8366219416,175202.21953255427,230000
256,257,60,214014.06153846154,64.0,8791,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,225379.83720930232,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,2003,2003,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,146889.24812030076,503.0,0.0,361.0,864.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,864,864,1728,0.0,0.0,2,1,3,1,212116.02389078497,7,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,673.0,187489.8360030511,187885.73529411765,186433.973880597,216,56,0,0,0,0,0,5,2008,173401.8366219416,175202.21953255427,207500
257,258,20,191004.99478714162,68.0,8814,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2006,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,180.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,1334.0,0.0,270.0,1604.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1604,0,1604,1.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,660.0,187489.8360030511,187885.73529411765,186433.973880597,123,110,0,0,0,0,0,3,2009,173401.8366219416,146526.62376237623,220000
258,259,60,191004.99478714162,80.0,12435,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2001,2001,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,172.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,361.0,0.0,602.0,963.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,963,829,1792,0.0,0.0,2,1,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,564.0,187489.8360030511,187885.73529411765,186433.973880597,0,96,0,245,0,0,0,5,2008,173401.8366219416,175202.21953255427,231500
259,260,20,126316.83027522935,70.0,12702,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1956,1956,171483.95617879054,179803.6792189679,194573.0,195817.99999943763,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,105652.89189189191,105652.89189189191,107938.34210526316,105652.89189189191,0.0,0.0,0.0,0.0,182021.19537815126,156858.87136929462,186186.7098901099,122196.89361702128,882,0,882,0.0,0.0,1,0,2,1,139962.51156462586,4,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,308.0,187489.8360030511,187885.73529411765,186433.973880597,0,45,0,0,0,0,0,12,2008,173401.8366219416,175202.21953255427,97000
260,261,80,191004.99478714162,120.0,19296,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,145847.08,135091.66666666666,181169.40553633217,185763.80737704918,166703.38461538462,6,5,1962,1962,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,204691.87191011236,399.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,257689.80597014926,146889.24812030076,672.0,690.0,0.0,1362.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1382,0,1382,1.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,142156.42314049587,2.0,884.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,252,0,0,0,0,5,2009,173401.8366219416,175202.21953255427,176000
261,262,60,191004.99478714162,69.0,9588,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2007,2007,171483.95617879054,179803.6792189679,231690.65573770492,230093.83333333334,265583.625,270.0,231633.51024590165,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1482.0,1482.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1482,1092,2574,0.0,0.0,2,1,3,1,328554.67,10,183429.14705882352,1,254751.73863636365,240052.6903409091,3.0,868.0,187489.8360030511,187885.73529411765,186433.973880597,0,148,0,0,0,0,0,11,2007,274945.41803278687,272291.752,276000
262,263,80,191004.99478714162,88.0,8471,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,136793.13513513515,184495.49206349207,181169.40553633217,185763.80737704918,166703.38461538462,6,7,1977,1995,171483.95617879054,179803.6792189679,163077.45045045044,168112.38732394367,204691.87191011236,46.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,213599.9076923077,206643.42081447964,161573.06818181818,506.0,0.0,0.0,506.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1212,0,1212,1.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,142156.42314049587,2.0,492.0,187489.8360030511,187885.73529411765,186433.973880597,292,12,0,0,0,0,0,7,2006,173401.8366219416,175202.21953255427,151000
263,264,50,126316.83027522935,50.0,5500,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,7,1929,2001,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,151852.7027027027,234.0,692.0,0.0,926.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,926,0,1316,1.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,484.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,4,2010,173401.8366219416,175202.21953255427,130000
264,265,30,126316.83027522935,30.0,5232,216032.16696193875,143104.07936507938,176938.0475285171,179956.7995658466,128225.30088495575,135091.66666666666,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1925,2004,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,115692.02857142869,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,680.0,680.0,182021.19537815126,156858.87136929462,105264.07368421053,107297.25079572015,764,0,764,0.0,0.0,1,0,2,1,139962.51156462586,4,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,504.0,187489.8360030511,187885.73529411765,115039.12222222223,0,0,0,0,0,0,0,6,2008,173401.8366219416,175202.21953255427,73000
265,266,20,191004.99478714162,78.0,12090,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,6,1981,1981,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,204691.87191011236,210.0,144341.31346578366,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,588.0,228.0,606.0,1422.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1422,0,1422,0.0,0.0,2,0,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,576.0,187489.8360030511,187885.73529411765,186433.973880597,276,0,0,0,0,0,0,6,2008,173401.8366219416,175202.21953255427,175500
266,267,60,191004.99478714162,70.0,11207,206101.6652892562,231533.94,177934.5744680851,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,1997,1997,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,714.0,0.0,88.0,802.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,802,709,1511,1.0,0.0,2,1,3,1,139962.51156462586,8,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,413.0,187489.8360030511,187885.73529411765,186433.973880597,95,75,0,0,0,0,0,6,2006,173401.8366219416,175202.21953255427,185000
267,268,75,191004.99478714162,60.0,8400,164754.81837837838,143104.07936507938,176938.0475285171,196734.13846153847,142591.360001447,184495.49206349207,181169.40553633217,185763.80737704918,219964.3972088402,5,8,1939,1997,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,151852.7027027027,378.0,0.0,342.0,720.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1052,720,2192,0.0,0.0,2,1,4,1,212116.02389078497,8,183429.14705882352,1,134091.16279069768,142156.42314049587,1.0,240.0,187489.8360030511,187885.73529411765,186433.973880597,262,24,0,0,0,0,0,7,2008,173401.8366219416,175202.21953255427,179500
268,269,30,126316.83027522935,71.0,6900,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,100123.7837837838,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1940,1955,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,403.0,125.0,212.0,740.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,778,0,778,0.0,0.0,1,0,2,1,139962.51156462586,4,183429.14705882352,1,134091.16279069768,240052.6903409091,1.0,924.0,233838.43099854258,139308.46732884704,186433.973880597,0,25,0,0,0,0,0,2,2008,173401.8366219416,175202.21953255427,120500
269,270,20,191004.99478714162,69.0,7917,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,7,1976,1976,218876.93356643355,179803.6792189679,163077.45045045044,167661.5652173913,204691.87191011236,174.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,213599.9076923077,165652.29590766,149493.6554054054,751.0,0.0,392.0,1143.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1113,0,1113,1.0,0.0,1,1,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,202068.86966824645,1.0,504.0,187489.8360030511,179930.33239767115,186433.973880597,370,30,0,0,0,0,0,5,2007,173401.8366219416,175202.21953255427,148000
270,271,60,214014.06153846154,84.0,10728,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,225379.83720930232,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2006,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,192789.65789473685,170670.57674418605,0.0,0.0,1095.0,1095.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1095,844,1939,0.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,202068.86966824645,3.0,1053.0,187489.8360030511,187885.73529411765,186433.973880597,192,51,0,0,0,0,0,8,2006,274945.41803278687,272291.752,266000
271,272,20,191004.99478714162,73.0,39104,206101.6652892562,203661.1111111111,223854.6170212766,204379.08663896867,212565.4285713691,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,7,1954,2005,194689.9154020635,180921.19589041095,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,151852.7027027027,226.0,1063.0,96.0,1385.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1363,0,1363,1.0,0.0,1,0,2,1,139962.51156462586,5,168393.3437506022,2,202892.65632183908,142156.42314049587,2.0,439.0,187489.8360030511,187885.73529411765,186433.973880597,81,0,0,0,0,0,0,4,2008,173401.8366219416,175202.21953255427,241500
272,273,60,191004.99478714162,92.0,11764,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,335295.31707317074,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,7,1999,2007,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,348.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,524.0,0.0,628.0,1152.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1164,1106,2270,0.0,0.0,2,1,4,1,212116.02389078497,9,183429.14705882352,1,202892.65632183908,240052.6903409091,3.0,671.0,187489.8360030511,187885.73529411765,186433.973880597,132,57,0,0,0,0,0,4,2010,173401.8366219416,175202.21953255427,290000
273,274,20,191004.99478714162,80.0,9600,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,142475.4814814815,181169.40553633217,185763.80737704918,175985.4779614325,6,6,1958,1988,218876.93356643355,179803.6792189679,149841.64563106795,148386.0659898477,146318.09544013848,183.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,620.0,620.0,0.0,1240.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1632,0,1632,1.0,0.0,2,0,3,1,139962.51156462586,6,146385.48387097096,1,202892.65632183908,202068.86966824645,1.0,338.0,187489.8360030511,187885.73529411765,186433.973880597,289,0,0,0,0,0,0,4,2009,173401.8366219416,175202.21953255427,139000
274,275,20,191004.99478714162,76.0,8314,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,156270.1224489796,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1982,1982,171483.95617879054,179803.6792189679,163077.45045045044,252061.22062348496,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,257689.80597014926,161573.06818181818,546.0,0.0,270.0,816.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,816,0,816,0.0,0.0,1,0,2,1,139962.51156462586,5,183429.14705882352,0,202892.65632183908,142156.42314049587,1.0,264.0,187489.8360030511,187885.73529411765,186433.973880597,168,0,0,0,0,0,0,6,2007,173401.8366219416,175202.21953255427,124500
275,276,50,191004.99478714162,55.0,7264,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,7,7,1925,2007,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,231633.51024590165,168897.5684931507,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,952.0,952.0,166632.16725822355,156858.87136929462,105264.07368421053,186825.1131934033,952,596,1548,0.0,0.0,2,1,3,1,328554.67,5,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,672.0,187489.8360030511,187885.73529411765,186433.973880597,74,0,0,0,144,0,0,10,2009,173401.8366219416,175202.21953255427,205000
